Time,DMA Voltage,Electrometer Concentration,Time Since Start,Electrometer Voltage,DMA Set Voltage
2023-02-21 12:38:20.505251,-4868.438711166382,-11322328.177998228,1.4924818499999999,-9.734566040039063,0
2023-02-21 12:38:21.561920,-4868.229866027832,-11323121.073446803,2.4971001399999992,-9.735247745513917,0
2023-02-21 12:38:22.541827,-4869.702396392822,-11325470.387542913,3.494274209999999,-9.737267608642577,0
2023-02-21 12:38:23.552826,-4867.481627464294,-11323223.698844671,4.495880620000001,-9.73533597946167,0
2023-02-21 12:38:24.555841,-4869.045143127441,-11322210.866475547,5.4968851700000005,-9.73446517944336,0
2023-02-21 12:38:25.568178,-4869.570393562317,-11326852.502742317,6.4982904900000005,-9.738455905914307,0
2023-02-21 12:38:26.532761,-4868.132572174072,-11325770.965043066,7.494366149999998,-9.737526035308838,0
2023-02-21 12:38:27.542126,-4868.57506275177,-11326056.978433028,8.493803859999996,-9.737771940231323,0
2023-02-21 12:38:28.534478,-4869.7114610672,-11326399.717534697,9.49376247,-9.73806661605835,0
2023-02-21 12:38:29.538875,-4867.4630880355835,-11324379.598916095,10.49398958,-9.73632978439331,0
2023-02-21 12:38:30.536220,-4868.733468055725,-11324908.510161927,11.492919619999999,-9.736784524917603,0
