Time,Time Since Start,DMA Voltage,Electrometer Voltage,Electrometer Concentration,Electrospray Voltage,Electrospray Current
2023-02-21 13:07:45.174803,1.000967,-4243.613719940186,-7.236959457397461,-8417347.999951854,-4372.416973114014,-0.007189833164215088
2023-02-21 13:07:45.180832,1.006996,-4084.7787857055664,-8.93508529663086,-10392447.656193135,-7246.889114379883,-0.008791184425354004
2023-02-21 13:07:45.186801,1.012965,-4771.381855010986,-9.550092697143555,-11107766.201659018,-9301.536560058594,-0.009564908027648925
2023-02-21 13:07:45.205835,1.031999,-4757.078170776367,-9.525505065917969,-11079168.190334154,-9521.485328674316,-0.009526371955871582
2023-02-21 13:07:45.212801,1.038965,-4765.4709815979,-9.520854949951172,-11073759.614458736,-9532.754898071289,-0.009532045364379883
2023-02-21 13:07:45.217801,1.043965,-4772.6030349731445,-9.592096328735352,-11156620.860366348,-9570.42407989502,-0.00958634376525879
2023-02-21 13:07:45.236836,1.063,-4784.029960632324,-9.597612380981445,-11163036.611568853,-9583.74309539795,-0.009594696998596192
2023-02-21 13:07:45.242880,1.069044,-4803.731918334961,-9.608881950378418,-11176144.310732065,-9608.567237854004,-0.00961100959777832
2023-02-21 13:07:45.248812,1.074976,-4806.608200073242,-9.568690299987793,-11129397.177488908,-9612.743377685547,-0.009591544151306152
2023-02-21 13:07:45.254869,1.081033,-4793.644428253174,-9.604310989379883,-11170827.800442714,-9597.375869750977,-0.009603917121887207
2023-02-21 13:07:45.267871,1.094035,-4776.582717895508,-9.50312328338623,-11053135.813955935,-9530.311584472656,-0.00950178337097168
2023-02-21 13:07:45.273845,1.100009,-4761.097431182861,-9.530390739440918,-11084850.744519915,-9526.923179626465,-0.009531414985656739
2023-02-21 13:07:45.297863,1.124027,-4759.008884429932,-9.52755355834961,-11081550.803332595,-9523.69213104248,-0.00952857780456543
2023-02-21 13:07:45.303836,1.13,-4766.534805297852,-9.495636940002441,-11044428.406117124,-9529.050827026367,-0.009501547813415527
2023-02-21 13:07:45.309802,1.135966,-4758.378505706787,-9.528341293334961,-11082467.022297544,-9523.455619812012,-0.009528971672058106
2023-02-21 13:07:45.315806,1.14197,-4772.721290588379,-9.592253684997559,-11156803.882314552,-9568.13907623291,-0.009585082054138183
2023-02-21 13:07:45.327864,1.154028,-4789.546489715576,-9.60218334197998,-11168353.121858206,-9591.859817504883,-0.009600922584533692
2023-02-21 13:07:45.333810,1.159974,-4803.810596466064,-9.610694885253906,-11178252.945420165,-9610.931396484375,-0.00961337375640869
2023-02-21 13:07:45.358849,1.185013,-4800.106525421143,-9.579802513122559,-11142321.854703914,-9580.275535583496,-0.009568612098693847
2023-02-21 13:07:45.364847,1.191011,-4796.875476837158,-9.54757022857666,-11104832.304368109,-9574.522018432617,-0.009560100555419922
2023-02-21 13:07:45.371805,1.197969,-4771.4996337890625,-9.534331321716309,-11089434.057792522,-9541.501998901367,-0.009540083885192872
2023-02-21 13:07:45.378841,1.205005,-4748.803615570068,-9.520854949951172,-11073759.614458736,-9503.832817077637,-0.00951644229888916
2023-02-21 13:07:45.385806,1.21197,-4764.249801635742,-9.532439231872559,-11087233.357518356,-9532.439231872559,-0.009534882545471192
2023-02-21 13:07:45.403862,1.230026,-4759.166717529297,-9.529129981994629,-11083384.350486424,-9525.346755981445,-0.009530233383178712
2023-02-21 13:07:45.410805,1.236969,-4767.480850219727,-9.503281593322754,-11053319.945128068,-9532.597541809082,-0.009505882263183595
2023-02-21 13:07:45.417829,1.243993,-4778.001308441162,-9.59855842590332,-11164136.961705936,-9581.063270568848,-0.009594381332397461
2023-02-21 13:07:45.424829,1.250993,-4804.3622970581055,-9.60966968536377,-11177060.529697016,-9610.064506530762,-0.00961227035522461
2023-02-21 13:07:45.435844,1.262008,-4792.107582092285,-9.605257034301758,-11171928.150579795,-9596.273422241211,-0.009604390144348145
2023-02-21 13:07:45.451805,1.277969,-4783.517837524414,-9.601001739501953,-11166978.793410782,-9584.609985351562,-0.009597297668457032
2023-02-21 13:07:45.465217,1.291381,-4800.264358520508,-9.508718490600586,-11059643.630744508,-9582.481384277344,-0.009523298263549805
2023-02-21 13:07:45.472173,1.298337,-4762.042999267578,-9.531572341918945,-11086225.07296734,-9529.681205749512,-0.009533621788024903
2023-02-21 13:07:45.479216,1.30538,-4767.953395843506,-9.532361030578613,-11087142.401156219,-9535.355567932129,-0.009535906791687011
