Time,DMA Voltage,Electrometer Concentration,Time Since Start,Electrometer Voltage,DMA Set Voltage
2023-02-21 13:07:45.174803,-4767.110328674316,-11082899.18703233,1.4913975300000002,-9.528712854385375,0
2023-02-21 13:07:46.228560,-4781.53666973114,-11122776.064568274,2.4961166900000005,-9.56299768447876,1
2023-02-21 13:07:47.210673,-4779.891219139099,-11119171.974179756,3.49352439,-9.559899005889893,2
2023-02-21 13:07:48.810763,-4780.524415969849,-11116905.208528414,5.00014087,-9.557950115203857,3
2023-02-21 13:07:49.661299,-4779.9254512786865,-11117858.497757055,5.805022130000002,-9.558769721984863,4
2023-02-21 13:07:50.327295,-4779.860458374023,-11118213.183200434,6.5224364700000015,-9.559074668884277,5
2023-02-21 13:07:51.221462,-4780.061812400818,-11119217.818404729,7.495040099999999,-9.55993842124939,6
2023-02-21 13:07:52.213060,-4778.7961769104,-11117670.584131317,8.49418572,-9.55860816001892,7
2023-02-21 13:07:53.206476,-4778.404116630554,-11117336.951758105,9.493721750000002,-9.558321313858032,8
2023-02-21 13:07:54.224622,-4780.116949081421,-11118063.859475179,10.495378739999996,-9.558946285247803,9
2023-02-21 13:07:55.213624,-4778.822979927063,-11118829.146340175,11.494716480000006,-9.55960425376892,10
2023-02-21 13:07:56.229624,-4780.183176994324,-11118472.575216113,12.497462669999997,-9.55929768562317,11
2023-02-21 13:07:57.207135,-4779.427013397217,-11115730.14106751,13.493668689999994,-9.55693983078003,12
2023-02-21 13:07:58.214684,-4778.219308853149,-11115395.588038433,14.495834359999995,-9.556652193069459,13
