Time,Time Since Start,DMA Voltage,Electrometer Voltage,Electrometer Concentration,Electrospray Voltage,Electrospray Current
2023-02-21 12:31:33.175292,1.001999,-4864.727973937988,-9.71558666229248,-11300253.15764528,-8921.767234802246,-0.009724019050598144
2023-02-21 12:31:33.182293,1.009,-4864.137172698975,-9.73449993133545,-11322251.286595505,-9733.790397644043,-0.009736943244934081
2023-02-21 12:31:33.189339,1.016046,-4868.510723114014,-9.737730979919434,-11326009.3372653,-9738.44051361084,-0.009740174293518067
2023-02-21 12:31:33.195293,1.022,-4864.373683929443,-9.719684600830078,-11305019.49286609,-9704.1597366333,-0.009712827682495118
2023-02-21 12:31:33.207313,1.03402,-4892.783164978027,-9.800066947937012,-11398512.650128476,-9794.787406921387,-0.009800460815429688
2023-02-21 12:31:33.222293,1.049,-4896.920680999756,-9.803140640258789,-11402087.678850068,-9800.146102905273,-0.00980448055267334
2023-02-21 12:31:33.228296,1.055003,-4904.998302459717,-9.773115158081055,-11367164.872684835,-9809.680938720703,-0.009802510261535644
2023-02-21 12:31:33.234581,1.061288,-4893.0983543396,-9.801643371582031,-11400346.197282305,-9794.787406921387,-0.009801406860351563
2023-02-21 12:31:33.253557,1.080264,-4879.937648773193,-9.744035720825195,-11333342.416656684,-9753.649711608887,-0.009750497817993165
2023-02-21 12:31:33.259553,1.08626,-4873.278617858887,-9.739543914794922,-11328117.971953398,-9742.932319641113,-0.009743010520935059
2023-02-21 12:31:33.266555,1.093262,-4870.599269866943,-9.715507507324219,-11300161.092059212,-9708.72974395752,-0.009707232475280762
2023-02-21 12:31:33.284571,1.111278,-4865.161418914795,-9.704080581665039,-11286870.370947797,-9718.108177185059,-0.009699036598205566
2023-02-21 12:31:33.290551,1.117258,-4861.457824707031,-9.734657287597656,-11322434.308543708,-9730.559349060059,-0.009735366821289063
2023-02-21 12:31:33.295560,1.122267,-4870.796203613281,-9.737810134887695,-11326101.402851366,-9740.962028503418,-0.009741277694702148
2023-02-21 12:31:33.314553,1.14126,-4897.984504699707,-9.803377151489258,-11402362.766384337,-9801.406860351562,-0.00980518913269043
2023-02-21 12:31:33.321556,1.148263,-4895.265579223633,-9.792028427124023,-11389163.00163506,-9772.721290588379,-0.009785172462463378
2023-02-21 12:31:33.327613,1.15432,-4902.358531951904,-9.807395935058594,-11407037.036019083,-9806.686401367188,-0.009809680938720703
2023-02-21 12:31:33.333552,1.160259,-4906.1408042907715,-9.808578491210938,-11408412.473690435,-9811.887741088867,-0.009812046051025392
2023-02-21 12:31:33.345619,1.172326,-4896.408557891846,-9.80392837524414,-11403003.897815017,-9799.27921295166,-0.009804637908935546
2023-02-21 12:31:33.362555,1.189262,-4860.314846038818,-9.734184265136719,-11321884.133475168,-9728.431701660156,-0.009734657287597656
2023-02-21 12:31:33.368589,1.195296,-4869.574546813965,-9.73914909362793,-11327658.753246995,-9740.331649780273,-0.009742301940917969
2023-02-21 12:31:33.376599,1.203306,-4856.886863708496,-9.726461410522461,-11312901.638102086,-9707.311630249023,-0.009721575736999511
2023-02-21 12:31:33.394560,1.221267,-4849.794387817383,-9.725831031799316,-11312168.441085342,-9705.10482788086,-0.009720945358276367
2023-02-21 12:31:33.402602,1.229309,-4868.313789367676,-9.793131828308105,-11390446.373720346,-9765.470504760742,-0.00978596019744873
2023-02-21 12:31:33.410562,1.237269,-4901.648998260498,-9.787300109863281,-11383663.469397504,-9775.08544921875,-0.009777449607849122
2023-02-21 12:31:33.418560,1.245267,-4900.703430175781,-9.805110931396484,-11404379.335486371,-9804.558753967285,-0.009807395935058593
2023-02-21 12:31:33.426596,1.253303,-4904.801368713379,-9.770277976989746,-11363864.931497514,-9808.578491210938,-0.009794550895690918
