Time,Time Since Start,DMA Voltage,Electrometer Voltage,Electrometer Concentration,Electrospray Voltage,Electrospray Current
2023-02-21 12:38:50.999364,1.00111,-4830.605030059814,-9.695963859558105,-11277429.76609224,-9677.522659301758,-0.009691156387329102
2023-02-21 12:38:51.005408,1.007154,-4852.867603302002,-9.707626342773438,-11290994.465513999,-9708.178520202637,-0.009710700035095216
2023-02-21 12:38:51.012368,1.014114,-4856.256484985352,-9.674370765686035,-11252314.7179029,-9712.67032623291,-0.009708808898925782
2023-02-21 12:38:51.018432,1.020178,-4844.1596031188965,-9.704395294189453,-11287236.414844206,-9697.381973266602,-0.009704553604125976
2023-02-21 12:38:51.048379,1.050125,-4874.0668296813965,-9.734026908874512,-11321701.111526962,-9760.348320007324,-0.009757117271423341
2023-02-21 12:38:51.054389,1.056135,-4875.485420227051,-9.771224021911621,-11364965.281634597,-9761.767387390137,-0.009770120620727539
2023-02-21 12:38:51.061385,1.063131,-4889.236927032471,-9.778079986572266,-11372939.492456662,-9780.207633972168,-0.009781547546386719
2023-02-21 12:38:51.067528,1.069274,-4891.088962554932,-9.749473571777344,-11339667.211497052,-9772.090911865234,-0.009745926856994628
2023-02-21 12:38:51.074409,1.076155,-4883.286952972412,-9.7764253616333,-11371014.988940695,-9773.115158081055,-0.009777449607849122
2023-02-21 12:38:51.081383,1.083129,-4890.931129455566,-9.77902603149414,-11374039.842593744,-9781.231880187988,-0.009782257080078125
2023-02-21 12:38:51.102455,1.104201,-4853.06453704834,-9.670036315917969,-11247273.29514782,-9707.626342773438,-0.009687846183776857
2023-02-21 12:38:51.109407,1.111153,-4845.183849334717,-9.706050872802734,-11289162.0275841,-9699.90348815918,-0.009706365585327148
2023-02-21 12:38:51.115379,1.117125,-4856.571674346924,-9.710148811340332,-11293928.36280491,-9712.906837463379,-0.009713458061218263
2023-02-21 12:38:51.121380,1.123126,-4857.241630554199,-9.675552368164062,-11253689.046350325,-9710.62183380127,-0.00968485164642334
2023-02-21 12:38:51.133460,1.135206,-4850.3851890563965,-9.707075119018555,-11290353.33408332,-9704.553604125977,-0.009708335876464844
2023-02-21 12:38:51.139413,1.141159,-4855.389595031738,-9.68020248413086,-11259097.622225743,-9705.498695373535,-0.009675631523132324
2023-02-21 12:38:51.164521,1.166267,-4879.622459411621,-9.774296760559082,-11368539.201132258,-9768.701553344727,-0.009774848937988282
2023-02-21 12:38:51.171523,1.173269,-4889.946460723877,-9.776976585388184,-11371656.120371373,-9780.207633972168,-0.009781626701354981
2023-02-21 12:38:51.178384,1.18013,-4873.160362243652,-9.768465995788574,-11361757.406033345,-9752.309799194336,-0.009764446258544921
2023-02-21 12:38:51.185417,1.187163,-4888.566970825195,-9.778159141540527,-11373031.558042727,-9779.104232788086,-0.009781074523925782
2023-02-21 12:38:51.192393,1.194139,-4890.931129455566,-9.703134536743164,-11285770.020810714,-9782.33528137207,-0.009749630928039552
2023-02-21 12:38:51.199418,1.201164,-4853.85274887085,-9.709675788879395,-11293378.18773637,-9708.966255187988,-0.00971188259124756
2023-02-21 12:38:51.212458,1.214204,-4850.582122802734,-9.685402870178223,-11265146.220307913,-9676.498413085938,-0.00967570972442627
2023-02-21 12:38:51.219387,1.221133,-4851.25207901001,-9.708099365234375,-11291544.640582541,-9707.154273986816,-0.009710542678833008
2023-02-21 12:38:51.244388,1.246134,-4850.346088409424,-9.749000549316406,-11339117.036428511,-9729.455947875977,-0.00975112819671631
2023-02-21 12:38:51.252389,1.254135,-4872.490406036377,-9.771932601928711,-11365789.43501348,-9760.584831237793,-0.009770593643188477
2023-02-21 12:38:51.259387,1.261133,-4889.236927032471,-9.778789520263672,-11373764.755059473,-9780.523300170898,-0.009782098770141603
2023-02-21 12:38:51.267429,1.269175,-4878.322124481201,-9.767599105834961,-11360749.121482328,-9746.478080749512,-0.009761924743652343
2023-02-21 12:38:51.275394,1.27714,-4888.21268081665,-9.778946876525879,-11373947.777007677,-9779.419898986816,-0.009781784057617187
