Time,DMA Voltage,Electrometer Concentration,Time Since Start,Electrometer Voltage,DMA Set Voltage
2023-02-21 12:44:06.686089,-4853.0260944366455,-11288618.3303833,1.4912596800000002,-9.705583419799805,0
2023-02-21 12:44:07.741456,-4851.413359642029,-11286371.630592821,2.4962106399999997,-9.703651781082153,0
2023-02-21 12:44:08.709623,-4851.493330001831,-11286544.924647175,3.492890219999999,-9.703800773620605,0
2023-02-21 12:44:09.731813,-4852.62143611908,-11286548.5185327,4.49531785,-9.70380386352539,0
2023-02-21 12:44:10.734813,-4851.431446075439,-11286271.722793577,5.4955078299999975,-9.703565883636475,0
2023-02-21 12:44:11.732813,-4851.073670387268,-11283325.779330807,6.4964227500000025,-9.701033058166503,0
2023-02-21 12:44:12.721813,-4850.653657913208,-11283163.510962302,7.493736540000003,-9.700893545150757,0
2023-02-21 12:44:13.724135,-4852.024869918823,-11285830.83955872,8.493590450000001,-9.703186826705933,0
2023-02-21 12:44:14.716132,-4851.148152351379,-11282113.064809768,9.493272750000001,-9.699990406036378,0
2023-02-21 12:44:16.251145,-4852.419719696045,-11284488.955911202,10.891146580000004,-9.70203311920166,0
2023-02-21 12:44:16.956161,-4851.844024658203,-11282679.57874677,11.619152170000001,-9.700477476119994,0
2023-02-21 12:44:17.722143,-4850.91646194458,-11282924.351191077,12.497129430000003,-9.700687923431396,0
2023-02-21 12:44:18.734965,-4850.379390716553,-11283244.207003102,13.495806480000006,-9.700962924957276,0
2023-02-21 12:44:19.733140,-4849.358868598938,-11282047.997734118,14.495031640000002,-9.699934463500977,0
2023-02-21 12:44:20.729140,-4848.949074745178,-11281245.995557088,15.494147530000006,-9.699244928359985,0
2023-02-21 12:44:21.717142,-4850.18355846405,-11282746.476041902,16.49332132,-9.700534992218017,0
2023-02-21 12:44:22.714193,-4849.621682167053,-11283923.429183485,17.492413889999995,-9.701546897888184,0
