Time,DMA Voltage,Electrometer Concentration,Time Since Start,Electrometer Voltage,DMA Set Voltage
2023-02-21 12:38:50.999364,-4867.39688873291,-11322739.799905855,1.4925794200000002,-9.734919939041138,0
2023-02-21 12:38:52.058590,-4868.260984420776,-11323968.96421776,2.4984221499999992,-9.735976734161376,0
2023-02-21 12:38:53.038618,-4868.0013608932495,-11323915.732561436,3.4952162600000007,-9.735930967330933,0
2023-02-21 12:38:54.036588,-4867.990679740906,-11323679.312573312,4.492978339999999,-9.735727701187134,0
2023-02-21 12:38:55.034914,-4867.658152580261,-11325143.077746082,5.49484141,-9.736986198425292,0
2023-02-21 12:38:56.050286,-4868.785881996155,-11326674.727423288,6.495370579999997,-9.738303060531615,0
2023-02-21 12:38:57.035640,-4868.239336013794,-11324831.485652333,7.4943522200000015,-9.736718301773072,0
2023-02-21 12:38:58.042639,-4868.489575386047,-11325877.27306437,8.494246480000001,-9.737617435455322,0
2023-02-21 12:38:59.028831,-4867.312994003296,-11322012.858912075,9.4933932,-9.734294939041138,0
2023-02-21 12:39:00.037079,-4867.725148200989,-11322254.913757749,10.493756110000003,-9.734503049850463,0
2023-02-21 12:39:01.035527,-4868.826079368591,-11325176.121526914,11.494642460000001,-9.737014608383179,0
2023-02-21 12:39:02.021988,-4867.249541282654,-11323776.45840497,12.492367119999999,-9.735811223983765,0
2023-02-21 12:39:03.036211,-4867.630953788757,-11323904.729060061,13.49431071,-9.735921506881715,0
2023-02-21 12:39:04.043782,-4867.483587265015,-11322619.71532336,14.494920099999996,-9.734816694259644,0
2023-02-21 12:39:05.025375,-4868.415503501892,-11325752.629571525,15.493244439999996,-9.737510271072388,0
2023-02-21 12:39:06.042710,-4866.7293882369995,-11321698.56031193,16.49495682,-9.734024715423583,0
2023-02-21 12:39:07.532549,-4868.919835090637,-11320835.029483581,17.87085132,-9.733282279968261,0
2023-02-21 12:39:08.302555,-4867.665233612061,-11323371.292180603,18.647349679999994,-9.735462875366212,0
2023-02-21 12:39:09.027547,-4867.593927383423,-11324545.494446842,19.49575769,-9.736472415924073,0
2023-02-21 12:39:10.094856,-4867.146310806274,-11323272.293944981,20.512265539999998,-9.735377759933472,0
2023-02-21 12:39:11.091470,-4866.196274757385,-11318837.74978566,21.50978593,-9.731565084457397,0
2023-02-21 12:39:12.085374,-4867.539572715759,-11324830.564996466,22.502066050000003,-9.73671751022339,0
2023-02-21 12:39:13.028609,-4867.202649116516,-11325360.33034473,23.4940589,-9.737172985076905,0
2023-02-21 12:39:14.038890,-4866.639976501465,-11319329.124893758,24.494530930000007,-9.731987552642822,0
2023-02-21 12:39:15.060123,-4867.162051200867,-11322386.844851809,25.49740381000002,-9.734616479873658,0
2023-02-21 12:39:16.036348,-4866.569046974182,-11318878.103352182,26.493887570000012,-9.731599779129029,0
2023-02-21 12:39:17.040348,-4867.169923782349,-11322910.198885761,27.494348329999998,-9.735066442489623,0
2023-02-21 12:39:18.030499,-4868.49901676178,-11323529.866833415,28.493943249999994,-9.735599212646484,0
2023-02-21 12:39:19.034511,-4866.3574504852295,-11322792.953916516,29.493648820000004,-9.73496563911438,0
2023-02-21 12:39:20.030623,-4867.466263771057,-11322030.307004469,30.494065279999987,-9.734309940338134,0
2023-02-21 12:39:21.034058,-4866.759762763977,-11321548.138454983,31.493721540000006,-9.733895387649536,0
2023-02-21 12:39:22.034625,-4866.3945055007935,-11322882.745593525,32.49379484,-9.735042839050292,0
2023-02-21 12:39:23.055744,-4864.881820678711,-11320928.559245236,33.496924469999996,-9.73336269378662,0
2023-02-21 12:39:24.039742,-4866.615161895752,-11323703.127611052,34.495347939999995,-9.735748176574708,0
2023-02-21 12:39:25.033914,-4866.6455078125,-11320824.048166694,35.494766019999986,-9.73327283859253,0
2023-02-21 12:39:26.046914,-4867.839026451111,-11322493.219426548,36.49557477000001,-9.7347079372406,0
2023-02-21 12:39:27.043044,-4867.82838344574,-11324038.634572713,37.494740129999975,-9.73603663444519,0
2023-02-21 12:39:28.058374,-4867.201085090637,-11322850.677929752,38.496710959999994,-9.735015268325805,0
