Time,DMA Voltage,Electrometer Concentration,Time Since Start,Electrometer Voltage,DMA Set Voltage
2023-02-21 12:34:47.658153,-4879.768371582031,-11351075.601786261,1.4900867800000004,-9.759282131195068,0
2023-02-21 12:34:48.703154,-4882.458429336548,-11353475.330109926,2.4940373100000004,-9.76134533882141,0
2023-02-21 12:34:49.695165,-4880.020570755005,-11350406.551189302,3.49363527,-9.758706903457641,0
2023-02-21 12:34:50.693163,-4880.691976547241,-11353183.892614944,4.4927302099999995,-9.76109477043152,0
2023-02-21 12:34:51.686150,-4882.799286842346,-11356723.814399192,5.4927915500000015,-9.764138278961182,0
2023-02-21 12:34:52.702658,-4880.077681541443,-11350799.7821642,6.494646420000002,-9.75904499053955,0
2023-02-21 12:34:53.679824,-4880.740427970886,-11352731.928233035,7.49200123,-9.760706186294556,0
2023-02-21 12:34:54.696825,-4879.816436767578,-11351015.171266634,8.49321745,-9.75923017501831,0
2023-02-21 12:34:55.690826,-4880.7632875442505,-11354201.32826337,9.49280917,-9.761969528198243,0
2023-02-21 12:34:56.699888,-4882.109699249268,-11355861.28187239,10.49486878,-9.763396701812745,0
2023-02-21 12:34:57.690017,-4880.285320281982,-11353808.962483143,11.493528510000003,-9.7616321849823,0
2023-02-21 12:34:58.690018,-4879.639520645142,-11350926.278060999,12.49361164,-9.759153747558594,0
2023-02-21 12:34:59.694031,-4880.6975173950195,-11355786.098674517,13.493416719999997,-9.763332061767578,0
2023-02-21 12:35:00.696018,-4880.225057601929,-11351797.961685224,14.49307103,-9.759903192520142,0
2023-02-21 12:35:01.702185,-4879.689168930054,-11351885.057948094,15.49492236,-9.759978075027465,0
2023-02-21 12:35:02.693560,-4880.506796836853,-11349116.88980434,16.49328607,-9.757598094940185,0
2023-02-21 12:35:03.719340,-4879.928340911865,-11352025.308221616,17.497029490000003,-9.760098657608033,0
2023-02-21 12:35:04.700999,-4880.84801197052,-11351580.764547784,18.494530740000002,-9.759716453552246,0
2023-02-21 12:35:05.686295,-4880.875220298767,-11355692.602189578,19.492386749999998,-9.763251676559449,0
2023-02-21 12:35:06.701522,-4878.095703125,-11346540.329002,20.494834089999998,-9.755382852554321,0
2023-02-21 12:35:07.760931,-4876.591267585754,-11343732.772316549,21.529759979999998,-9.752969007492066,0
2023-02-21 12:35:08.736306,-4875.578217506409,-11341809.721883927,22.502833210000002,-9.751315631866454,0
2023-02-21 12:35:09.701305,-4876.986093521118,-11345812.589366978,23.49381081999999,-9.754757165908813,0
2023-02-21 12:35:10.680303,-4876.098737716675,-11342821.589228231,24.491746969999998,-9.75218560218811,0
2023-02-21 12:35:11.687306,-4876.412782669067,-11343153.446843162,25.49189994999999,-9.752470922470092,0
2023-02-21 12:35:12.706304,-4875.898976325989,-11341002.151402777,26.4946426,-9.750621309280396,0
2023-02-21 12:35:13.699302,-4876.073913574219,-11343147.945092475,27.493653160000004,-9.752466192245484,0
2023-02-21 12:35:14.686303,-4877.3836851119995,-11345126.101769866,28.492704890000013,-9.754166946411132,0
2023-02-21 12:35:15.710816,-4876.005730628967,-11342821.64468943,29.495212299999995,-9.752185649871826,0
2023-02-21 12:35:16.712046,-4876.011652946472,-11340301.964890148,30.495749180000008,-9.750019311904907,0
2023-02-21 12:35:17.702668,-4876.219329833984,-11340660.288588012,31.49428108999999,-9.750327386856078,0
2023-02-21 12:35:19.223670,-4876.384415626526,-11340202.955562284,32.89710895,-9.749934186935425,0
2023-02-21 12:35:19.962697,-4876.709094047546,-11339686.855852826,33.65891986000002,-9.749490461349488,0
2023-02-21 12:35:20.760960,-4875.469484329224,-11342935.273588667,34.50882078000001,-9.752283344268799,0
2023-02-21 12:35:21.698940,-4875.877294540405,-11343681.404156419,35.493763139999984,-9.752924842834473,0
2023-02-21 12:35:22.710155,-4875.666890144348,-11341217.640335366,36.49554785000001,-9.750806579589844,0
2023-02-21 12:35:23.702365,-4876.243348121643,-11343362.413539058,37.49445276,-9.75265058517456,0
2023-02-21 12:35:24.696733,-4878.466463088989,-11345202.948803628,38.49402135,-9.754233016967774,0
2023-02-21 12:35:25.701118,-4875.82097530365,-11340686.887777813,39.49454072,-9.750350255966186,0
2023-02-21 12:35:26.721120,-4874.694781303406,-11339928.899606263,40.49655438999999,-9.74969856262207,0
2023-02-21 12:35:27.695352,-4874.717659950256,-11339747.34183365,41.49276995000003,-9.749542465209961,0
2023-02-21 12:35:28.707647,-4874.40477848053,-11338803.270255847,42.4950616,-9.748730783462525,0
2023-02-21 12:35:29.708648,-4874.097857475281,-11339211.154078849,43.494655820000006,-9.749081468582153,0
2023-02-21 12:35:30.708399,-4875.966725349426,-11341780.42727998,44.49471215,-9.75129044532776,0
2023-02-21 12:35:31.694155,-4874.387850761414,-11338233.129156599,45.493028169999995,-9.748240594863892,0
2023-02-21 12:35:32.704031,-4876.063647270203,-11341294.58719929,46.49536327000001,-9.750872735977174,0
2023-02-21 12:35:33.711800,-4873.0390882492065,-11338883.001271835,47.49559346000003,-9.748799333572387,0
2023-02-21 12:35:34.703757,-4875.719699859619,-11341967.386973126,48.49687872000001,-9.751451187133789,0
2023-02-21 12:35:35.709753,-4874.6404504776,-11340558.583846001,49.496202669999995,-9.750239944458007,0
2023-02-21 12:35:36.697728,-4875.210208892822,-11340683.19406213,50.49408177999998,-9.750347080230712,0
2023-02-21 12:35:37.734184,-4877.346253395081,-11343409.17841988,51.50251116,-9.75269079208374,0
2023-02-21 12:35:38.704216,-4874.477295875549,-11339101.152341854,52.49454026999999,-9.748986892700195,0
2023-02-21 12:35:39.703740,-4874.840188026428,-11339135.981973208,53.49441588,-9.74901683807373,0
2023-02-21 12:35:40.693730,-4875.6266832351685,-11342031.57776187,54.49366399999999,-9.75150637626648,0
2023-02-21 12:35:41.732643,-4875.628657341003,-11341770.355526708,55.50186049999998,-9.751281785964967,0
2023-02-21 12:35:42.690332,-4874.634499549866,-11340664.891867314,56.492172830000015,-9.750331344604492,0
2023-02-21 12:35:43.717301,-4875.544710159302,-11345732.769613087,57.49605582000002,-9.754688539505004,0
2023-02-21 12:35:44.719730,-4874.619140625,-11339643.829056635,58.496626219999996,-9.749453468322754,0
